,categorie,pays,unite,valeur
281,Individuals worked from home at least once a week (but not every day),Italy,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",11
282,Individuals worked from home at least once a week (but not every day),Italy,Percentage of employees and self-employed who used internet within the last year,8
283,Individuals worked from home at least once a week (but not every day),Italy,Percentage of individuals working from home,888
284,Individuals worked from home at least once a week (but not every day),Italy,Percentage of individuals working at an external site or on the move,888
285,Individuals worked from home at least once a week (but not every day),Cyprus,Percentage of individuals,1
286,Individuals worked from home at least once a week (but not every day),Cyprus,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",4
287,Individuals worked from home at least once a week (but not every day),Cyprus,Percentage of employees and self-employed who used internet within the last year,2
288,Individuals worked from home at least once a week (but not every day),Cyprus,Percentage of individuals working from home,888
289,Individuals worked from home at least once a week (but not every day),Cyprus,Percentage of individuals working at an external site or on the move,888
290,Individuals worked from home at least once a week (but not every day),Latvia,Percentage of individuals,4
291,Individuals worked from home at least once a week (but not every day),Latvia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",11
292,Individuals worked from home at least once a week (but not every day),Latvia,Percentage of employees and self-employed who used internet within the last year,7
293,Individuals worked from home at least once a week (but not every day),Latvia,Percentage of individuals working from home,888
294,Individuals worked from home at least once a week (but not every day),Latvia,Percentage of individuals working at an external site or on the move,888
295,Individuals worked from home at least once a week (but not every day),Lithuania,Percentage of individuals,4
296,Individuals worked from home at least once a week (but not every day),Lithuania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",11
297,Individuals worked from home at least once a week (but not every day),Lithuania,Percentage of employees and self-employed who used internet within the last year,7
298,Individuals worked from home at least once a week (but not every day),Lithuania,Percentage of individuals working from home,888
299,Individuals worked from home at least once a week (but not every day),Lithuania,Percentage of individuals working at an external site or on the move,888
300,Individuals worked from home at least once a week (but not every day),Luxembourg,Percentage of individuals,6
301,Individuals worked from home at least once a week (but not every day),Luxembourg,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",12
302,Individuals worked from home at least once a week (but not every day),Luxembourg,Percentage of employees and self-employed who used internet within the last year,10
303,Individuals worked from home at least once a week (but not every day),Luxembourg,Percentage of individuals working from home,888
304,Individuals worked from home at least once a week (but not every day),Luxembourg,Percentage of individuals working at an external site or on the move,888
305,Individuals worked from home at least once a week (but not every day),Hungary,Percentage of individuals,3
306,Individuals worked from home at least once a week (but not every day),Hungary,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",10
307,Individuals worked from home at least once a week (but not every day),Hungary,Percentage of employees and self-employed who used internet within the last year,6
308,Individuals worked from home at least once a week (but not every day),Hungary,Percentage of individuals working from home,888
309,Individuals worked from home at least once a week (but not every day),Hungary,Percentage of individuals working at an external site or on the move,888
310,Individuals worked from home at least once a week (but not every day),Malta,Percentage of individuals,5
311,Individuals worked from home at least once a week (but not every day),Malta,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",10
312,Individuals worked from home at least once a week (but not every day),Malta,Percentage of employees and self-employed who used internet within the last year,9
313,Individuals worked from home at least once a week (but not every day),Malta,Percentage of individuals working from home,888
314,Individuals worked from home at least once a week (but not every day),Malta,Percentage of individuals working at an external site or on the move,888
315,Individuals worked from home at least once a week (but not every day),Netherlands,Percentage of individuals,13
316,Individuals worked from home at least once a week (but not every day),Netherlands,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",22
317,Individuals worked from home at least once a week (but not every day),Netherlands,Percentage of employees and self-employed who used internet within the last year,20
318,Individuals worked from home at least once a week (but not every day),Netherlands,Percentage of individuals working from home,888
319,Individuals worked from home at least once a week (but not every day),Netherlands,Percentage of individuals working at an external site or on the move,888
320,Individuals worked from home at least once a week (but not every day),Austria,Percentage of individuals,6
321,Individuals worked from home at least once a week (but not every day),Austria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",12
322,Individuals worked from home at least once a week (but not every day),Austria,Percentage of employees and self-employed who used internet within the last year,10
323,Individuals worked from home at least once a week (but not every day),Austria,Percentage of individuals working from home,888
324,Individuals worked from home at least once a week (but not every day),Austria,Percentage of individuals working at an external site or on the move,888
325,Individuals worked from home at least once a week (but not every day),Poland,Percentage of individuals,4
326,Individuals worked from home at least once a week (but not every day),Poland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",11
327,Individuals worked from home at least once a week (but not every day),Poland,Percentage of employees and self-employed who used internet within the last year,7
328,Individuals worked from home at least once a week (but not every day),Poland,Percentage of individuals working from home,888
329,Individuals worked from home at least once a week (but not every day),Poland,Percentage of individuals working at an external site or on the move,888
330,Individuals worked from home at least once a week (but not every day),Portugal,Percentage of individuals,4
331,Individuals worked from home at least once a week (but not every day),Portugal,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",10
332,Individuals worked from home at least once a week (but not every day),Portugal,Percentage of employees and self-employed who used internet within the last year,7
333,Individuals worked from home at least once a week (but not every day),Portugal,Percentage of individuals working from home,888
334,Individuals worked from home at least once a week (but not every day),Portugal,Percentage of individuals working at an external site or on the move,888
335,Individuals worked from home at least once a week (but not every day),Romania,Percentage of individuals,2
336,Individuals worked from home at least once a week (but not every day),Romania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",9
337,Individuals worked from home at least once a week (but not every day),Romania,Percentage of employees and self-employed who used internet within the last year,3
338,Individuals worked from home at least once a week (but not every day),Romania,Percentage of individuals working from home,888
339,Individuals worked from home at least once a week (but not every day),Romania,Percentage of individuals working at an external site or on the move,888
340,Individuals worked from home at least once a week (but not every day),Slovenia,Percentage of individuals,5
341,Individuals worked from home at least once a week (but not every day),Slovenia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",12
342,Individuals worked from home at least once a week (but not every day),Slovenia,Percentage of employees and self-employed who used internet within the last year,9
343,Individuals worked from home at least once a week (but not every day),Slovenia,Percentage of individuals working from home,888
344,Individuals worked from home at least once a week (but not every day),Slovenia,Percentage of individuals working at an external site or on the move,888
345,Individuals worked from home at least once a week (but not every day),Slovakia,Percentage of individuals,5
346,Individuals worked from home at least once a week (but not every day),Slovakia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",13
347,Individuals worked from home at least once a week (but not every day),Slovakia,Percentage of employees and self-employed who used internet within the last year,8
348,Individuals worked from home at least once a week (but not every day),Slovakia,Percentage of individuals working from home,888
349,Individuals worked from home at least once a week (but not every day),Slovakia,Percentage of individuals working at an external site or on the move,888
350,Individuals worked from home at least once a week (but not every day),Finland,Percentage of individuals,8
351,Individuals worked from home at least once a week (but not every day),Finland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",15
352,Individuals worked from home at least once a week (but not every day),Finland,Percentage of employees and self-employed who used internet within the last year,13
353,Individuals worked from home at least once a week (but not every day),Finland,Percentage of individuals working from home,888
354,Individuals worked from home at least once a week (but not every day),Finland,Percentage of individuals working at an external site or on the move,888
355,Individuals worked from home at least once a week (but not every day),Sweden,Percentage of individuals,888
356,Individuals worked from home at least once a week (but not every day),Sweden,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
357,Individuals worked from home at least once a week (but not every day),Sweden,Percentage of employees and self-employed who used internet within the last year,888
358,Individuals worked from home at least once a week (but not every day),Sweden,Percentage of individuals working from home,888
359,Individuals worked from home at least once a week (but not every day),Sweden,Percentage of individuals working at an external site or on the move,888
360,Individuals worked from home at least once a week (but not every day),United Kingdom,Percentage of individuals,9
361,Individuals worked from home at least once a week (but not every day),United Kingdom,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",18
362,Individuals worked from home at least once a week (but not every day),United Kingdom,Percentage of employees and self-employed who used internet within the last year,14
363,Individuals worked from home at least once a week (but not every day),United Kingdom,Percentage of individuals working from home,888
364,Individuals worked from home at least once a week (but not every day),United Kingdom,Percentage of individuals working at an external site or on the move,888
365,Individuals worked from home at least once a week (but not every day),Iceland,Percentage of individuals,15
366,Individuals worked from home at least once a week (but not every day),Iceland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",22
367,Individuals worked from home at least once a week (but not every day),Iceland,Percentage of employees and self-employed who used internet within the last year,19
368,Individuals worked from home at least once a week (but not every day),Iceland,Percentage of individuals working from home,888
369,Individuals worked from home at least once a week (but not every day),Iceland,Percentage of individuals working at an external site or on the move,888
370,Individuals worked from home at least once a week (but not every day),Norway,Percentage of individuals,13
371,Individuals worked from home at least once a week (but not every day),Norway,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",20
372,Individuals worked from home at least once a week (but not every day),Norway,Percentage of employees and self-employed who used internet within the last year,18
373,Individuals worked from home at least once a week (but not every day),Norway,Percentage of individuals working from home,888
374,Individuals worked from home at least once a week (but not every day),Norway,Percentage of individuals working at an external site or on the move,888
375,Individuals worked from home at least once a week (but not every day),Montenegro,Percentage of individuals,3
376,Individuals worked from home at least once a week (but not every day),Montenegro,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",14
377,Individuals worked from home at least once a week (but not every day),Montenegro,Percentage of employees and self-employed who used internet within the last year,7
378,Individuals worked from home at least once a week (but not every day),Montenegro,Percentage of individuals working from home,888
379,Individuals worked from home at least once a week (but not every day),Montenegro,Percentage of individuals working at an external site or on the move,888
380,Individuals worked from home at least once a week (but not every day),Albania,Percentage of individuals,2
381,Individuals worked from home at least once a week (but not every day),Albania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",17
382,Individuals worked from home at least once a week (but not every day),Albania,Percentage of employees and self-employed who used internet within the last year,6
383,Individuals worked from home at least once a week (but not every day),Albania,Percentage of individuals working from home,888
384,Individuals worked from home at least once a week (but not every day),Albania,Percentage of individuals working at an external site or on the move,888
385,Individuals worked from home at least once a week (but not every day),Serbia,Percentage of individuals,2
386,Individuals worked from home at least once a week (but not every day),Serbia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",10
387,Individuals worked from home at least once a week (but not every day),Serbia,Percentage of employees and self-employed who used internet within the last year,6
388,Individuals worked from home at least once a week (but not every day),Serbia,Percentage of individuals working from home,888
389,Individuals worked from home at least once a week (but not every day),Serbia,Percentage of individuals working at an external site or on the move,888
390,Individuals worked from home at least once a week (but not every day),Bosnia and Herzegovina,Percentage of individuals,2
391,Individuals worked from home at least once a week (but not every day),Bosnia and Herzegovina,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",12
392,Individuals worked from home at least once a week (but not every day),Bosnia and Herzegovina,Percentage of employees and self-employed who used internet within the last year,6
393,Individuals worked from home at least once a week (but not every day),Bosnia and Herzegovina,Percentage of individuals working from home,888
394,Individuals worked from home at least once a week (but not every day),Bosnia and Herzegovina,Percentage of individuals working at an external site or on the move,888
395,Individuals worked from home at least once a week (but not every day),Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals,2
396,Individuals worked from home at least once a week (but not every day),Kosovo (under United Nations Security Council Resolution 1244/99),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",15
397,Individuals worked from home at least once a week (but not every day),Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of employees and self-employed who used internet within the last year,5
398,Individuals worked from home at least once a week (but not every day),Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working from home,888
399,Individuals worked from home at least once a week (but not every day),Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working at an external site or on the move,888
400,Individuals worked from home less than once a week,European Union - 27 countries (from 2020),Percentage of individuals,6
401,Individuals worked from home less than once a week,European Union - 27 countries (from 2020),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",14
402,Individuals worked from home less than once a week,European Union - 27 countries (from 2020),Percentage of employees and self-employed who used internet within the last year,10
403,Individuals worked from home less than once a week,European Union - 27 countries (from 2020),Percentage of individuals working from home,888
404,Individuals worked from home less than once a week,European Union - 27 countries (from 2020),Percentage of individuals working at an external site or on the move,888
405,Individuals worked from home less than once a week,European Union - 28 countries (2013-2020),Percentage of individuals,6
406,Individuals worked from home less than once a week,European Union - 28 countries (2013-2020),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",15
407,Individuals worked from home less than once a week,European Union - 28 countries (2013-2020),Percentage of employees and self-employed who used internet within the last year,11
408,Individuals worked from home less than once a week,European Union - 28 countries (2013-2020),Percentage of individuals working from home,888
409,Individuals worked from home less than once a week,European Union - 28 countries (2013-2020),Percentage of individuals working at an external site or on the move,888
410,Individuals worked from home less than once a week,European Union - 27 countries (2007-2013),Percentage of individuals,6
411,Individuals worked from home less than once a week,European Union - 27 countries (2007-2013),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",15
412,Individuals worked from home less than once a week,European Union - 27 countries (2007-2013),Percentage of employees and self-employed who used internet within the last year,11
413,Individuals worked from home less than once a week,European Union - 27 countries (2007-2013),Percentage of individuals working from home,888
414,Individuals worked from home less than once a week,European Union - 27 countries (2007-2013),Percentage of individuals working at an external site or on the move,888
415,Individuals worked from home less than once a week,European Union - 15 countries (1995-2004),Percentage of individuals,7
416,Individuals worked from home less than once a week,European Union - 15 countries (1995-2004),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",16
417,Individuals worked from home less than once a week,European Union - 15 countries (1995-2004),Percentage of employees and self-employed who used internet within the last year,12
418,Individuals worked from home less than once a week,European Union - 15 countries (1995-2004),Percentage of individuals working from home,888
419,Individuals worked from home less than once a week,European Union - 15 countries (1995-2004),Percentage of individuals working at an external site or on the move,888
420,Individuals worked from home less than once a week,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals,6
421,Individuals worked from home less than once a week,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",14
422,Individuals worked from home less than once a week,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of employees and self-employed who used internet within the last year,11
423,Individuals worked from home less than once a week,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals working from home,888
424,Individuals worked from home less than once a week,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",Percentage of individuals working at an external site or on the move,888
425,Individuals worked from home less than once a week,Belgium,Percentage of individuals,8
426,Individuals worked from home less than once a week,Belgium,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",17
427,Individuals worked from home less than once a week,Belgium,Percentage of employees and self-employed who used internet within the last year,14
428,Individuals worked from home less than once a week,Belgium,Percentage of individuals working from home,888
429,Individuals worked from home less than once a week,Belgium,Percentage of individuals working at an external site or on the move,888
430,Individuals worked from home less than once a week,Bulgaria,Percentage of individuals,2
431,Individuals worked from home less than once a week,Bulgaria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",10
432,Individuals worked from home less than once a week,Bulgaria,Percentage of employees and self-employed who used internet within the last year,5
433,Individuals worked from home less than once a week,Bulgaria,Percentage of individuals working from home,888
434,Individuals worked from home less than once a week,Bulgaria,Percentage of individuals working at an external site or on the move,888
435,Individuals worked from home less than once a week,Czechia,Percentage of individuals,888
436,Individuals worked from home less than once a week,Czechia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
437,Individuals worked from home less than once a week,Czechia,Percentage of employees and self-employed who used internet within the last year,888
438,Individuals worked from home less than once a week,Czechia,Percentage of individuals working from home,888
439,Individuals worked from home less than once a week,Czechia,Percentage of individuals working at an external site or on the move,888
440,Individuals worked from home less than once a week,Denmark,Percentage of individuals,16
441,Individuals worked from home less than once a week,Denmark,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",30
442,Individuals worked from home less than once a week,Denmark,Percentage of employees and self-employed who used internet within the last year,27
443,Individuals worked from home less than once a week,Denmark,Percentage of individuals working from home,888
444,Individuals worked from home less than once a week,Denmark,Percentage of individuals working at an external site or on the move,888
445,Individuals worked from home less than once a week,Germany (until 1990 former territory of the FRG),Percentage of individuals,7
446,Individuals worked from home less than once a week,Germany (until 1990 former territory of the FRG),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",13
447,Individuals worked from home less than once a week,Germany (until 1990 former territory of the FRG),Percentage of employees and self-employed who used internet within the last year,11
448,Individuals worked from home less than once a week,Germany (until 1990 former territory of the FRG),Percentage of individuals working from home,888
449,Individuals worked from home less than once a week,Germany (until 1990 former territory of the FRG),Percentage of individuals working at an external site or on the move,888
450,Individuals worked from home less than once a week,Estonia,Percentage of individuals,9
451,Individuals worked from home less than once a week,Estonia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",18
452,Individuals worked from home less than once a week,Estonia,Percentage of employees and self-employed who used internet within the last year,14
453,Individuals worked from home less than once a week,Estonia,Percentage of individuals working from home,888
454,Individuals worked from home less than once a week,Estonia,Percentage of individuals working at an external site or on the move,888
455,Individuals worked from home less than once a week,Ireland,Percentage of individuals,3
456,Individuals worked from home less than once a week,Ireland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",9
457,Individuals worked from home less than once a week,Ireland,Percentage of employees and self-employed who used internet within the last year,6
458,Individuals worked from home less than once a week,Ireland,Percentage of individuals working from home,888
459,Individuals worked from home less than once a week,Ireland,Percentage of individuals working at an external site or on the move,888
460,Individuals worked from home less than once a week,Greece,Percentage of individuals,2
461,Individuals worked from home less than once a week,Greece,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",8
462,Individuals worked from home less than once a week,Greece,Percentage of employees and self-employed who used internet within the last year,5
463,Individuals worked from home less than once a week,Greece,Percentage of individuals working from home,888
464,Individuals worked from home less than once a week,Greece,Percentage of individuals working at an external site or on the move,888
465,Individuals worked from home less than once a week,Spain,Percentage of individuals,6
466,Individuals worked from home less than once a week,Spain,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",15
467,Individuals worked from home less than once a week,Spain,Percentage of employees and self-employed who used internet within the last year,11
468,Individuals worked from home less than once a week,Spain,Percentage of individuals working from home,888
469,Individuals worked from home less than once a week,Spain,Percentage of individuals working at an external site or on the move,888
470,Individuals worked from home less than once a week,France,Percentage of individuals,5
471,Individuals worked from home less than once a week,France,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",13
472,Individuals worked from home less than once a week,France,Percentage of employees and self-employed who used internet within the last year,10
473,Individuals worked from home less than once a week,France,Percentage of individuals working from home,888
474,Individuals worked from home less than once a week,France,Percentage of individuals working at an external site or on the move,888
475,Individuals worked from home less than once a week,Croatia,Percentage of individuals,3
476,Individuals worked from home less than once a week,Croatia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",11
477,Individuals worked from home less than once a week,Croatia,Percentage of employees and self-employed who used internet within the last year,8
478,Individuals worked from home less than once a week,Croatia,Percentage of individuals working from home,888
479,Individuals worked from home less than once a week,Croatia,Percentage of individuals working at an external site or on the move,888
480,Individuals worked from home less than once a week,Italy,Percentage of individuals,4
481,Individuals worked from home less than once a week,Italy,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",12
482,Individuals worked from home less than once a week,Italy,Percentage of employees and self-employed who used internet within the last year,9
483,Individuals worked from home less than once a week,Italy,Percentage of individuals working from home,888
484,Individuals worked from home less than once a week,Italy,Percentage of individuals working at an external site or on the move,888
485,Individuals worked from home less than once a week,Cyprus,Percentage of individuals,2
486,Individuals worked from home less than once a week,Cyprus,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",5
487,Individuals worked from home less than once a week,Cyprus,Percentage of employees and self-employed who used internet within the last year,3
488,Individuals worked from home less than once a week,Cyprus,Percentage of individuals working from home,888
489,Individuals worked from home less than once a week,Cyprus,Percentage of individuals working at an external site or on the move,888
490,Individuals worked from home less than once a week,Latvia,Percentage of individuals,6
491,Individuals worked from home less than once a week,Latvia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",17
492,Individuals worked from home less than once a week,Latvia,Percentage of employees and self-employed who used internet within the last year,11
493,Individuals worked from home less than once a week,Latvia,Percentage of individuals working from home,888
494,Individuals worked from home less than once a week,Latvia,Percentage of individuals working at an external site or on the move,888
495,Individuals worked from home less than once a week,Lithuania,Percentage of individuals,5
496,Individuals worked from home less than once a week,Lithuania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",15
497,Individuals worked from home less than once a week,Lithuania,Percentage of employees and self-employed who used internet within the last year,9
498,Individuals worked from home less than once a week,Lithuania,Percentage of individuals working from home,888
499,Individuals worked from home less than once a week,Lithuania,Percentage of individuals working at an external site or on the move,888
500,Individuals worked from home less than once a week,Luxembourg,Percentage of individuals,9
501,Individuals worked from home less than once a week,Luxembourg,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",19
502,Individuals worked from home less than once a week,Luxembourg,Percentage of employees and self-employed who used internet within the last year,16
503,Individuals worked from home less than once a week,Luxembourg,Percentage of individuals working from home,888
504,Individuals worked from home less than once a week,Luxembourg,Percentage of individuals working at an external site or on the move,888
505,Individuals worked from home less than once a week,Hungary,Percentage of individuals,4
506,Individuals worked from home less than once a week,Hungary,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",15
507,Individuals worked from home less than once a week,Hungary,Percentage of employees and self-employed who used internet within the last year,9
508,Individuals worked from home less than once a week,Hungary,Percentage of individuals working from home,888
509,Individuals worked from home less than once a week,Hungary,Percentage of individuals working at an external site or on the move,888
510,Individuals worked from home less than once a week,Malta,Percentage of individuals,7
511,Individuals worked from home less than once a week,Malta,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",15
512,Individuals worked from home less than once a week,Malta,Percentage of employees and self-employed who used internet within the last year,12
513,Individuals worked from home less than once a week,Malta,Percentage of individuals working from home,888
514,Individuals worked from home less than once a week,Malta,Percentage of individuals working at an external site or on the move,888
515,Individuals worked from home less than once a week,Netherlands,Percentage of individuals,12
516,Individuals worked from home less than once a week,Netherlands,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",20
517,Individuals worked from home less than once a week,Netherlands,Percentage of employees and self-employed who used internet within the last year,19
518,Individuals worked from home less than once a week,Netherlands,Percentage of individuals working from home,888
519,Individuals worked from home less than once a week,Netherlands,Percentage of individuals working at an external site or on the move,888
520,Individuals worked from home less than once a week,Austria,Percentage of individuals,6
521,Individuals worked from home less than once a week,Austria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",13
522,Individuals worked from home less than once a week,Austria,Percentage of employees and self-employed who used internet within the last year,11
523,Individuals worked from home less than once a week,Austria,Percentage of individuals working from home,888
524,Individuals worked from home less than once a week,Austria,Percentage of individuals working at an external site or on the move,888
525,Individuals worked from home less than once a week,Poland,Percentage of individuals,5
526,Individuals worked from home less than once a week,Poland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",15
527,Individuals worked from home less than once a week,Poland,Percentage of employees and self-employed who used internet within the last year,9
528,Individuals worked from home less than once a week,Poland,Percentage of individuals working from home,888
529,Individuals worked from home less than once a week,Poland,Percentage of individuals working at an external site or on the move,888
530,Individuals worked from home less than once a week,Portugal,Percentage of individuals,4
531,Individuals worked from home less than once a week,Portugal,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",11
532,Individuals worked from home less than once a week,Portugal,Percentage of employees and self-employed who used internet within the last year,8
533,Individuals worked from home less than once a week,Portugal,Percentage of individuals working from home,888
534,Individuals worked from home less than once a week,Portugal,Percentage of individuals working at an external site or on the move,888
535,Individuals worked from home less than once a week,Romania,Percentage of individuals,2
536,Individuals worked from home less than once a week,Romania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",9
537,Individuals worked from home less than once a week,Romania,Percentage of employees and self-employed who used internet within the last year,3
538,Individuals worked from home less than once a week,Romania,Percentage of individuals working from home,888
539,Individuals worked from home less than once a week,Romania,Percentage of individuals working at an external site or on the move,888
540,Individuals worked from home less than once a week,Slovenia,Percentage of individuals,4
541,Individuals worked from home less than once a week,Slovenia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",11
542,Individuals worked from home less than once a week,Slovenia,Percentage of employees and self-employed who used internet within the last year,8
543,Individuals worked from home less than once a week,Slovenia,Percentage of individuals working from home,888
544,Individuals worked from home less than once a week,Slovenia,Percentage of individuals working at an external site or on the move,888
545,Individuals worked from home less than once a week,Slovakia,Percentage of individuals,5
546,Individuals worked from home less than once a week,Slovakia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",13
547,Individuals worked from home less than once a week,Slovakia,Percentage of employees and self-employed who used internet within the last year,8
548,Individuals worked from home less than once a week,Slovakia,Percentage of individuals working from home,888
549,Individuals worked from home less than once a week,Slovakia,Percentage of individuals working at an external site or on the move,888
550,Individuals worked from home less than once a week,Finland,Percentage of individuals,10
551,Individuals worked from home less than once a week,Finland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",21
552,Individuals worked from home less than once a week,Finland,Percentage of employees and self-employed who used internet within the last year,18
553,Individuals worked from home less than once a week,Finland,Percentage of individuals working from home,888
554,Individuals worked from home less than once a week,Finland,Percentage of individuals working at an external site or on the move,888
555,Individuals worked from home less than once a week,Sweden,Percentage of individuals,888
556,Individuals worked from home less than once a week,Sweden,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
557,Individuals worked from home less than once a week,Sweden,Percentage of employees and self-employed who used internet within the last year,888
558,Individuals worked from home less than once a week,Sweden,Percentage of individuals working from home,888
559,Individuals worked from home less than once a week,Sweden,Percentage of individuals working at an external site or on the move,888
560,Individuals worked from home less than once a week,United Kingdom,Percentage of individuals,11
561,Individuals worked from home less than once a week,United Kingdom,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",22
562,Individuals worked from home less than once a week,United Kingdom,Percentage of employees and self-employed who used internet within the last year,17
563,Individuals worked from home less than once a week,United Kingdom,Percentage of individuals working from home,888
564,Individuals worked from home less than once a week,United Kingdom,Percentage of individuals working at an external site or on the move,888
565,Individuals worked from home less than once a week,Iceland,Percentage of individuals,10
566,Individuals worked from home less than once a week,Iceland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",15
567,Individuals worked from home less than once a week,Iceland,Percentage of employees and self-employed who used internet within the last year,13
568,Individuals worked from home less than once a week,Iceland,Percentage of individuals working from home,888
569,Individuals worked from home less than once a week,Iceland,Percentage of individuals working at an external site or on the move,888
570,Individuals worked from home less than once a week,Norway,Percentage of individuals,14
571,Individuals worked from home less than once a week,Norway,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",22
572,Individuals worked from home less than once a week,Norway,Percentage of employees and self-employed who used internet within the last year,20
573,Individuals worked from home less than once a week,Norway,Percentage of individuals working from home,888
574,Individuals worked from home less than once a week,Norway,Percentage of individuals working at an external site or on the move,888
575,Individuals worked from home less than once a week,Montenegro,Percentage of individuals,3
576,Individuals worked from home less than once a week,Montenegro,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",18
577,Individuals worked from home less than once a week,Montenegro,Percentage of employees and self-employed who used internet within the last year,9
578,Individuals worked from home less than once a week,Montenegro,Percentage of individuals working from home,888
