,categorie,pays,unite,valeur
1306,Individuals used the internet for the job when working from home,Hungary,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",37
1307,Individuals used the internet for the job when working from home,Hungary,Percentage of employees and self-employed who used internet within the last year,21
1308,Individuals used the internet for the job when working from home,Hungary,Percentage of individuals working from home,91
1309,Individuals used the internet for the job when working from home,Hungary,Percentage of individuals working at an external site or on the move,888
1310,Individuals used the internet for the job when working from home,Malta,Percentage of individuals,20
1311,Individuals used the internet for the job when working from home,Malta,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",42
1312,Individuals used the internet for the job when working from home,Malta,Percentage of employees and self-employed who used internet within the last year,34
1313,Individuals used the internet for the job when working from home,Malta,Percentage of individuals working from home,98
1314,Individuals used the internet for the job when working from home,Malta,Percentage of individuals working at an external site or on the move,888
1315,Individuals used the internet for the job when working from home,Netherlands,Percentage of individuals,31
1316,Individuals used the internet for the job when working from home,Netherlands,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",51
1317,Individuals used the internet for the job when working from home,Netherlands,Percentage of employees and self-employed who used internet within the last year,47
1318,Individuals used the internet for the job when working from home,Netherlands,Percentage of individuals working from home,95
1319,Individuals used the internet for the job when working from home,Netherlands,Percentage of individuals working at an external site or on the move,888
1320,Individuals used the internet for the job when working from home,Austria,Percentage of individuals,16
1321,Individuals used the internet for the job when working from home,Austria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",32
1322,Individuals used the internet for the job when working from home,Austria,Percentage of employees and self-employed who used internet within the last year,26
1323,Individuals used the internet for the job when working from home,Austria,Percentage of individuals working from home,94
1324,Individuals used the internet for the job when working from home,Austria,Percentage of individuals working at an external site or on the move,888
1325,Individuals used the internet for the job when working from home,Poland,Percentage of individuals,11
1326,Individuals used the internet for the job when working from home,Poland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",36
1327,Individuals used the internet for the job when working from home,Poland,Percentage of employees and self-employed who used internet within the last year,21
1328,Individuals used the internet for the job when working from home,Poland,Percentage of individuals working from home,94
1329,Individuals used the internet for the job when working from home,Poland,Percentage of individuals working at an external site or on the move,888
1330,Individuals used the internet for the job when working from home,Portugal,Percentage of individuals,11
1331,Individuals used the internet for the job when working from home,Portugal,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",31
1332,Individuals used the internet for the job when working from home,Portugal,Percentage of employees and self-employed who used internet within the last year,22
1333,Individuals used the internet for the job when working from home,Portugal,Percentage of individuals working from home,97
1334,Individuals used the internet for the job when working from home,Portugal,Percentage of individuals working at an external site or on the move,888
1335,Individuals used the internet for the job when working from home,Romania,Percentage of individuals,4
1336,Individuals used the internet for the job when working from home,Romania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",21
1337,Individuals used the internet for the job when working from home,Romania,Percentage of employees and self-employed who used internet within the last year,7
1338,Individuals used the internet for the job when working from home,Romania,Percentage of individuals working from home,89
1339,Individuals used the internet for the job when working from home,Romania,Percentage of individuals working at an external site or on the move,888
1340,Individuals used the internet for the job when working from home,Slovenia,Percentage of individuals,15
1341,Individuals used the internet for the job when working from home,Slovenia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",36
1342,Individuals used the internet for the job when working from home,Slovenia,Percentage of employees and self-employed who used internet within the last year,27
1343,Individuals used the internet for the job when working from home,Slovenia,Percentage of individuals working from home,97
1344,Individuals used the internet for the job when working from home,Slovenia,Percentage of individuals working at an external site or on the move,888
1345,Individuals used the internet for the job when working from home,Slovakia,Percentage of individuals,13
1346,Individuals used the internet for the job when working from home,Slovakia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",36
1347,Individuals used the internet for the job when working from home,Slovakia,Percentage of employees and self-employed who used internet within the last year,22
1348,Individuals used the internet for the job when working from home,Slovakia,Percentage of individuals working from home,93
1349,Individuals used the internet for the job when working from home,Slovakia,Percentage of individuals working at an external site or on the move,888
1350,Individuals used the internet for the job when working from home,Finland,Percentage of individuals,25
1351,Individuals used the internet for the job when working from home,Finland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",50
1352,Individuals used the internet for the job when working from home,Finland,Percentage of employees and self-employed who used internet within the last year,43
1353,Individuals used the internet for the job when working from home,Finland,Percentage of individuals working from home,94
1354,Individuals used the internet for the job when working from home,Finland,Percentage of individuals working at an external site or on the move,888
1355,Individuals used the internet for the job when working from home,Sweden,Percentage of individuals,888
1356,Individuals used the internet for the job when working from home,Sweden,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
1357,Individuals used the internet for the job when working from home,Sweden,Percentage of employees and self-employed who used internet within the last year,888
1358,Individuals used the internet for the job when working from home,Sweden,Percentage of individuals working from home,888
1359,Individuals used the internet for the job when working from home,Sweden,Percentage of individuals working at an external site or on the move,888
1360,Individuals used the internet for the job when working from home,United Kingdom,Percentage of individuals,26
1361,Individuals used the internet for the job when working from home,United Kingdom,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",51
1362,Individuals used the internet for the job when working from home,United Kingdom,Percentage of employees and self-employed who used internet within the last year,40
1363,Individuals used the internet for the job when working from home,United Kingdom,Percentage of individuals working from home,95
1364,Individuals used the internet for the job when working from home,United Kingdom,Percentage of individuals working at an external site or on the move,888
1365,Individuals used the internet for the job when working from home,Iceland,Percentage of individuals,34
1366,Individuals used the internet for the job when working from home,Iceland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",50
1367,Individuals used the internet for the job when working from home,Iceland,Percentage of employees and self-employed who used internet within the last year,42
1368,Individuals used the internet for the job when working from home,Iceland,Percentage of individuals working from home,94
1369,Individuals used the internet for the job when working from home,Iceland,Percentage of individuals working at an external site or on the move,888
1370,Individuals used the internet for the job when working from home,Norway,Percentage of individuals,37
1371,Individuals used the internet for the job when working from home,Norway,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",56
1372,Individuals used the internet for the job when working from home,Norway,Percentage of employees and self-employed who used internet within the last year,52
1373,Individuals used the internet for the job when working from home,Norway,Percentage of individuals working from home,97
1374,Individuals used the internet for the job when working from home,Norway,Percentage of individuals working at an external site or on the move,888
1375,Individuals used the internet for the job when working from home,Montenegro,Percentage of individuals,3
1376,Individuals used the internet for the job when working from home,Montenegro,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",16
1377,Individuals used the internet for the job when working from home,Montenegro,Percentage of employees and self-employed who used internet within the last year,8
1378,Individuals used the internet for the job when working from home,Montenegro,Percentage of individuals working from home,32
1379,Individuals used the internet for the job when working from home,Montenegro,Percentage of individuals working at an external site or on the move,888
1380,Individuals used the internet for the job when working from home,Albania,Percentage of individuals,4
1381,Individuals used the internet for the job when working from home,Albania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",35
1382,Individuals used the internet for the job when working from home,Albania,Percentage of employees and self-employed who used internet within the last year,12
1383,Individuals used the internet for the job when working from home,Albania,Percentage of individuals working from home,71
1384,Individuals used the internet for the job when working from home,Albania,Percentage of individuals working at an external site or on the move,888
1385,Individuals used the internet for the job when working from home,Serbia,Percentage of individuals,9
1386,Individuals used the internet for the job when working from home,Serbia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",38
1387,Individuals used the internet for the job when working from home,Serbia,Percentage of employees and self-employed who used internet within the last year,24
1388,Individuals used the internet for the job when working from home,Serbia,Percentage of individuals working from home,93
1389,Individuals used the internet for the job when working from home,Serbia,Percentage of individuals working at an external site or on the move,888
1390,Individuals used the internet for the job when working from home,Bosnia and Herzegovina,Percentage of individuals,5
1391,Individuals used the internet for the job when working from home,Bosnia and Herzegovina,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",30
1392,Individuals used the internet for the job when working from home,Bosnia and Herzegovina,Percentage of employees and self-employed who used internet within the last year,15
1393,Individuals used the internet for the job when working from home,Bosnia and Herzegovina,Percentage of individuals working from home,73
1394,Individuals used the internet for the job when working from home,Bosnia and Herzegovina,Percentage of individuals working at an external site or on the move,888
1395,Individuals used the internet for the job when working from home,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals,3
1396,Individuals used the internet for the job when working from home,Kosovo (under United Nations Security Council Resolution 1244/99),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",31
1397,Individuals used the internet for the job when working from home,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of employees and self-employed who used internet within the last year,9
1398,Individuals used the internet for the job when working from home,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working from home,88
1399,Individuals used the internet for the job when working from home,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working at an external site or on the move,888
