"INDIC_IS","GEO","IND_TYPE","TIME","UNIT","Value","Flag and Footnotes"
"Individuals worked from home at least once a week (but not every day)","Romania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Slovenia","All Individuals","2018","Percentage of individuals","5",""
"Individuals worked from home at least once a week (but not every day)","Slovenia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","12",""
"Individuals worked from home at least once a week (but not every day)","Slovenia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","9",""
"Individuals worked from home at least once a week (but not every day)","Slovenia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Slovenia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Slovakia","All Individuals","2018","Percentage of individuals","5",""
"Individuals worked from home at least once a week (but not every day)","Slovakia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","13",""
"Individuals worked from home at least once a week (but not every day)","Slovakia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","8",""
"Individuals worked from home at least once a week (but not every day)","Slovakia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Slovakia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Finland","All Individuals","2018","Percentage of individuals","8",""
"Individuals worked from home at least once a week (but not every day)","Finland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","15",""
"Individuals worked from home at least once a week (but not every day)","Finland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","13",""
"Individuals worked from home at least once a week (but not every day)","Finland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Finland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Sweden","All Individuals","2018","Percentage of individuals",":","u"
"Individuals worked from home at least once a week (but not every day)","Sweden","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",":","u"
"Individuals worked from home at least once a week (but not every day)","Sweden","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year",":","u"
"Individuals worked from home at least once a week (but not every day)","Sweden","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Sweden","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","United Kingdom","All Individuals","2018","Percentage of individuals","9",""
"Individuals worked from home at least once a week (but not every day)","United Kingdom","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","18",""
"Individuals worked from home at least once a week (but not every day)","United Kingdom","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","14",""
"Individuals worked from home at least once a week (but not every day)","United Kingdom","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","United Kingdom","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Iceland","All Individuals","2018","Percentage of individuals","15",""
"Individuals worked from home at least once a week (but not every day)","Iceland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","22",""
"Individuals worked from home at least once a week (but not every day)","Iceland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","19",""
"Individuals worked from home at least once a week (but not every day)","Iceland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Iceland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Norway","All Individuals","2018","Percentage of individuals","13",""
"Individuals worked from home at least once a week (but not every day)","Norway","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","20",""
"Individuals worked from home at least once a week (but not every day)","Norway","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","18",""
"Individuals worked from home at least once a week (but not every day)","Norway","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Norway","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Montenegro","All Individuals","2018","Percentage of individuals","3",""
"Individuals worked from home at least once a week (but not every day)","Montenegro","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","14",""
"Individuals worked from home at least once a week (but not every day)","Montenegro","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","7",""
"Individuals worked from home at least once a week (but not every day)","Montenegro","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Montenegro","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Albania","All Individuals","2018","Percentage of individuals","2",""
"Individuals worked from home at least once a week (but not every day)","Albania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","17",""
"Individuals worked from home at least once a week (but not every day)","Albania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","6",""
"Individuals worked from home at least once a week (but not every day)","Albania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Albania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Serbia","All Individuals","2018","Percentage of individuals","2",""
"Individuals worked from home at least once a week (but not every day)","Serbia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","10",""
"Individuals worked from home at least once a week (but not every day)","Serbia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","6",""
"Individuals worked from home at least once a week (but not every day)","Serbia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Serbia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals","2",""
"Individuals worked from home at least once a week (but not every day)","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","12",""
"Individuals worked from home at least once a week (but not every day)","Bosnia and Herzegovina","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","6",""
"Individuals worked from home at least once a week (but not every day)","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home at least once a week (but not every day)","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals","2",""
"Individuals worked from home at least once a week (but not every day)","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","15",""
"Individuals worked from home at least once a week (but not every day)","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","5",""
"Individuals worked from home at least once a week (but not every day)","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home at least once a week (but not every day)","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals","6",""
"Individuals worked from home less than once a week","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","14",""
"Individuals worked from home less than once a week","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","10",""
"Individuals worked from home less than once a week","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals","6",""
"Individuals worked from home less than once a week","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","15",""
"Individuals worked from home less than once a week","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","11",""
"Individuals worked from home less than once a week","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals","6",""
"Individuals worked from home less than once a week","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","15",""
"Individuals worked from home less than once a week","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","11",""
"Individuals worked from home less than once a week","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals","7",""
"Individuals worked from home less than once a week","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","16",""
"Individuals worked from home less than once a week","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","12",""
"Individuals worked from home less than once a week","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals","6",""
"Individuals worked from home less than once a week","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","14",""
"Individuals worked from home less than once a week","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","11",""
"Individuals worked from home less than once a week","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Belgium","All Individuals","2018","Percentage of individuals","8",""
"Individuals worked from home less than once a week","Belgium","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","17",""
"Individuals worked from home less than once a week","Belgium","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","14",""
"Individuals worked from home less than once a week","Belgium","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Belgium","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Bulgaria","All Individuals","2018","Percentage of individuals","2",""
"Individuals worked from home less than once a week","Bulgaria","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","10",""
"Individuals worked from home less than once a week","Bulgaria","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","5",""
"Individuals worked from home less than once a week","Bulgaria","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Bulgaria","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Czechia","All Individuals","2018","Percentage of individuals",":","u"
"Individuals worked from home less than once a week","Czechia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",":","u"
"Individuals worked from home less than once a week","Czechia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year",":","u"
"Individuals worked from home less than once a week","Czechia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Czechia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Denmark","All Individuals","2018","Percentage of individuals","16",""
"Individuals worked from home less than once a week","Denmark","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","30",""
"Individuals worked from home less than once a week","Denmark","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","27",""
"Individuals worked from home less than once a week","Denmark","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Denmark","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals","7",""
"Individuals worked from home less than once a week","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","13",""
"Individuals worked from home less than once a week","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","11",""
"Individuals worked from home less than once a week","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Estonia","All Individuals","2018","Percentage of individuals","9",""
"Individuals worked from home less than once a week","Estonia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","18",""
"Individuals worked from home less than once a week","Estonia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","14",""
"Individuals worked from home less than once a week","Estonia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Estonia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Ireland","All Individuals","2018","Percentage of individuals","3",""
"Individuals worked from home less than once a week","Ireland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","9",""
"Individuals worked from home less than once a week","Ireland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","6",""
"Individuals worked from home less than once a week","Ireland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Ireland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Greece","All Individuals","2018","Percentage of individuals","2",""
"Individuals worked from home less than once a week","Greece","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","8",""
"Individuals worked from home less than once a week","Greece","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","5",""
"Individuals worked from home less than once a week","Greece","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Greece","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Spain","All Individuals","2018","Percentage of individuals","6",""
"Individuals worked from home less than once a week","Spain","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","15",""
"Individuals worked from home less than once a week","Spain","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","11",""
"Individuals worked from home less than once a week","Spain","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Spain","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","France","All Individuals","2018","Percentage of individuals","5",""
"Individuals worked from home less than once a week","France","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","13",""
"Individuals worked from home less than once a week","France","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","10",""
"Individuals worked from home less than once a week","France","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","France","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Croatia","All Individuals","2018","Percentage of individuals","3",""
"Individuals worked from home less than once a week","Croatia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","11",""
"Individuals worked from home less than once a week","Croatia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","8",""
"Individuals worked from home less than once a week","Croatia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Croatia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Italy","All Individuals","2018","Percentage of individuals","4",""
"Individuals worked from home less than once a week","Italy","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","12",""
"Individuals worked from home less than once a week","Italy","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","9",""
"Individuals worked from home less than once a week","Italy","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Italy","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Cyprus","All Individuals","2018","Percentage of individuals","2",""
"Individuals worked from home less than once a week","Cyprus","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","5",""
"Individuals worked from home less than once a week","Cyprus","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","3",""
"Individuals worked from home less than once a week","Cyprus","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Cyprus","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Latvia","All Individuals","2018","Percentage of individuals","6",""
"Individuals worked from home less than once a week","Latvia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","17",""
"Individuals worked from home less than once a week","Latvia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","11",""
"Individuals worked from home less than once a week","Latvia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Latvia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Lithuania","All Individuals","2018","Percentage of individuals","5",""
"Individuals worked from home less than once a week","Lithuania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","15",""
"Individuals worked from home less than once a week","Lithuania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","9",""
"Individuals worked from home less than once a week","Lithuania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Lithuania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Luxembourg","All Individuals","2018","Percentage of individuals","9",""
"Individuals worked from home less than once a week","Luxembourg","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","19",""
"Individuals worked from home less than once a week","Luxembourg","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","16",""
"Individuals worked from home less than once a week","Luxembourg","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Luxembourg","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Hungary","All Individuals","2018","Percentage of individuals","4",""
"Individuals worked from home less than once a week","Hungary","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","15",""
"Individuals worked from home less than once a week","Hungary","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","9",""
"Individuals worked from home less than once a week","Hungary","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Hungary","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Malta","All Individuals","2018","Percentage of individuals","7",""
"Individuals worked from home less than once a week","Malta","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","15",""
"Individuals worked from home less than once a week","Malta","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","12",""
"Individuals worked from home less than once a week","Malta","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Malta","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Netherlands","All Individuals","2018","Percentage of individuals","12",""
"Individuals worked from home less than once a week","Netherlands","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","20",""
"Individuals worked from home less than once a week","Netherlands","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","19",""
"Individuals worked from home less than once a week","Netherlands","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Netherlands","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Austria","All Individuals","2018","Percentage of individuals","6",""
"Individuals worked from home less than once a week","Austria","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","13",""
"Individuals worked from home less than once a week","Austria","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","11",""
"Individuals worked from home less than once a week","Austria","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Austria","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Poland","All Individuals","2018","Percentage of individuals","5",""
"Individuals worked from home less than once a week","Poland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","15",""
"Individuals worked from home less than once a week","Poland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","9",""
"Individuals worked from home less than once a week","Poland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Poland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Portugal","All Individuals","2018","Percentage of individuals","4",""
"Individuals worked from home less than once a week","Portugal","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","11",""
"Individuals worked from home less than once a week","Portugal","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","8",""
"Individuals worked from home less than once a week","Portugal","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Portugal","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Romania","All Individuals","2018","Percentage of individuals","2",""
"Individuals worked from home less than once a week","Romania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","9",""
"Individuals worked from home less than once a week","Romania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","3",""
"Individuals worked from home less than once a week","Romania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Romania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Slovenia","All Individuals","2018","Percentage of individuals","4",""
"Individuals worked from home less than once a week","Slovenia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","11",""
"Individuals worked from home less than once a week","Slovenia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","8",""
"Individuals worked from home less than once a week","Slovenia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Slovenia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Slovakia","All Individuals","2018","Percentage of individuals","5",""
"Individuals worked from home less than once a week","Slovakia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","13",""
"Individuals worked from home less than once a week","Slovakia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","8",""
"Individuals worked from home less than once a week","Slovakia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Slovakia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Finland","All Individuals","2018","Percentage of individuals","10",""
"Individuals worked from home less than once a week","Finland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","21",""
"Individuals worked from home less than once a week","Finland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","18",""
"Individuals worked from home less than once a week","Finland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Finland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Sweden","All Individuals","2018","Percentage of individuals",":","u"
"Individuals worked from home less than once a week","Sweden","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",":","u"
"Individuals worked from home less than once a week","Sweden","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year",":","u"
"Individuals worked from home less than once a week","Sweden","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Sweden","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","United Kingdom","All Individuals","2018","Percentage of individuals","11",""
"Individuals worked from home less than once a week","United Kingdom","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","22",""
"Individuals worked from home less than once a week","United Kingdom","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","17",""
"Individuals worked from home less than once a week","United Kingdom","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","United Kingdom","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Iceland","All Individuals","2018","Percentage of individuals","10",""
"Individuals worked from home less than once a week","Iceland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","15",""
"Individuals worked from home less than once a week","Iceland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","13",""
"Individuals worked from home less than once a week","Iceland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Iceland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Norway","All Individuals","2018","Percentage of individuals","14",""
"Individuals worked from home less than once a week","Norway","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","22",""
"Individuals worked from home less than once a week","Norway","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","20",""
"Individuals worked from home less than once a week","Norway","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Norway","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Montenegro","All Individuals","2018","Percentage of individuals","3",""
"Individuals worked from home less than once a week","Montenegro","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","18",""
"Individuals worked from home less than once a week","Montenegro","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","9",""
"Individuals worked from home less than once a week","Montenegro","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Montenegro","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals worked from home less than once a week","Albania","All Individuals","2018","Percentage of individuals","1",""
"Individuals worked from home less than once a week","Albania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","10",""
"Individuals worked from home less than once a week","Albania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","3",""
"Individuals worked from home less than once a week","Albania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals worked from home less than once a week","Albania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
